Category,Lines,City,Country,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,GMR,Year-Quarter
Wet wear,Overcoats,Madrid,Spain,9/28/2015  12:00:00 AM,Nancy Miller,950.00,"4,136.00","1,658.00",25.20,0.95,22.00,Behaviour of personnel,0.40,2015-Q3
Dry wear,Overcoats,Mexico City,Mexico,7/9/2015  12:00:00 AM,Nelly Wood,"1,500.00","7,490.00","3,645.00",411.18,0.86,13.00,Other / unknown,0.49,2015-Q3
Wet wear,Overcoats,Mexico City,Mexico,8/8/2015  12:00:00 AM,Nelly Wood,"1,100.00","5,331.00","2,367.00",76.20,0.87,14.00,Price too high / competition,0.44,2015-Q3
Dry wear,Overcoats,Bangkok,Thailand,7/9/2015  12:00:00 AM,Rita San,150.00,622.00,313.00,35.01,0.82,17.00,Item defect / bad quality,0.50,2015-Q3
Wet wear,Overcoats,Bangkok,Thailand,9/26/2015  12:00:00 AM,Rita San,550.00,"2,618.00","1,132.00",114.52,0.86,13.00,Behaviour of personnel,0.43,2015-Q3
Dry wear,Overcoats,Buenos Aires,Argentina,9/30/2015  12:00:00 AM,Rose Sims,300.00,"1,417.00",703.00,468.64,0.83,22.00,Customer service,0.50,2015-Q3
Wet wear,Overcoats,Buenos Aires,Argentina,8/24/2015  12:00:00 AM,Rose Sims,900.00,"4,174.00","1,798.00",249.50,0.94,25.00,Price too high / competition,0.43,2015-Q3
Dry wear,Overcoats,Pretoria,South Africa,8/5/2015  12:00:00 AM,Sarah Am,100.00,389.00,196.00,51.80,0.83,16.00,Other / unknown,0.50,2015-Q3
Dry wear,Overcoats,Durban,South Africa,7/9/2015  12:00:00 AM,Sarah Am,250.00,"1,181.00",577.00,78.70,0.87,19.00,Behaviour of personnel,0.49,2015-Q3
Dry wear,Overcoats,Johannesburg,South Africa,9/12/2015  12:00:00 AM,Sarah Am,"1,850.00","9,362.00","4,556.00","1,123.47",0.90,20.00,Item defect / bad quality,0.49,2015-Q3
Dry wear,Overcoats,Cape Town,South Africa,8/14/2015  12:00:00 AM,Sarah Am,400.00,"1,910.00",907.00,178.29,0.87,12.00,Other / unknown,0.47,2015-Q3
Wet wear,Overcoats,Johannesburg,South Africa,7/3/2015  12:00:00 AM,Sarah Am,"1,350.00","6,663.00","2,959.00",799.56,0.89,24.00,Behaviour of personnel,0.44,2015-Q3
Wet wear,Overcoats,Cape Town,South Africa,8/24/2015  12:00:00 AM,Sarah Am,550.00,"2,465.00","1,089.00",164.30,0.90,22.00,Behaviour of personnel,0.44,2015-Q3
Wet wear,Overcoats,Pretoria,South Africa,8/16/2015  12:00:00 AM,Sarah Am,350.00,"1,636.00",708.00,130.86,0.89,24.00,Customer service,0.43,2015-Q3
Wet wear,Overcoats,Durban,South Africa,8/16/2015  12:00:00 AM,Sarah Am,350.00,"1,606.00",665.00,107.05,0.92,11.00,Item defect / bad quality,0.41,2015-Q3
Dry wear,Overcoats,Copenhagen,Denmark,8/19/2015  12:00:00 AM,Susan Karman,100.00,311.00,157.00,175.26,0.91,23.00,Item defect / bad quality,0.50,2015-Q3
Wet wear,Overcoats,Copenhagen,Denmark,9/30/2015  12:00:00 AM,Susan Karman,300.00,"1,309.00",566.00,12.96,0.84,16.00,Item not as described,0.43,2015-Q3
Dry wear,Overcoats,Singapore,Singapore,9/12/2015  12:00:00 AM,Vicky Zin,200.00,921.00,467.00,28.80,0.85,17.00,Other / unknown,0.51,2015-Q3
Wet wear,Overcoats,Singapore,Singapore,9/26/2015  12:00:00 AM,Vicky Zin,550.00,"2,618.00","1,155.00",81.80,0.89,11.00,Item not as described,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Santiago,Chile,8/23/2015  12:00:00 AM,David Carl,100.00,299.00,139.00,523.88,0.90,17.00,Other / unknown,0.46,2015-Q3
Short sleeve,Shirt Waist,Santiago,Chile,8/5/2015  12:00:00 AM,David Carl,"1,650.00","6,419.00","2,982.00",240.73,0.83,16.00,Item not as described,0.46,2015-Q3
Long sleeve,Shirt Waist,Santiago,Chile,8/22/2015  12:00:00 AM,David Carl,"1,250.00","3,936.00","1,581.00",79.40,0.89,20.00,Other / unknown,0.40,2015-Q3
2 Pocket shirts,Shirt Waist,Amsterdam,Netherlands,8/19/2015  12:00:00 AM,Dell Grass,900.00,"4,333.00","1,926.00",322.74,0.90,24.00,Price too high / competition,0.44,2015-Q3
Short sleeve,Shirt Waist,Amsterdam,Netherlands,7/6/2015  12:00:00 AM,Dell Grass,"3,500.00","12,537.00","5,558.00",856.26,0.93,13.00,Item defect / bad quality,0.44,2015-Q3
Long sleeve,Shirt Waist,Amsterdam,Netherlands,7/1/2015  12:00:00 AM,Dell Grass,"3,800.00","13,082.00","5,159.00",446.52,0.86,18.00,Item defect / bad quality,0.39,2015-Q3
Short sleeve,Shirt Waist,Rome,Italy,9/27/2015  12:00:00 AM,Don Wilson,"4,000.00","15,512.00","7,206.00",937.80,0.81,25.00,Price too high / competition,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Rome,Italy,8/19/2015  12:00:00 AM,Don Wilson,150.00,723.00,335.00,35.88,0.91,20.00,Customer service,0.46,2015-Q3
Short sleeve,Shirt Waist,Milan,Italy,7/19/2015  12:00:00 AM,Don Wilson,"9,250.00","33,033.00","14,848.00",996.90,0.93,24.00,Item defect / bad quality,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Milan,Italy,8/21/2015  12:00:00 AM,Don Wilson,"1,350.00","6,499.00","2,887.00",268.95,0.85,11.00,Behaviour of personnel,0.44,2015-Q3
Long sleeve,Shirt Waist,Rome,Italy,8/9/2015  12:00:00 AM,Don Wilson,"3,000.00","9,511.00","3,820.00","1,230.40",0.84,14.00,Customer service,0.40,2015-Q3
Long sleeve,Shirt Waist,Milan,Italy,7/23/2015  12:00:00 AM,Don Wilson,"9,650.00","30,723.00","12,118.00","1,498.80",0.87,11.00,Item defect / bad quality,0.39,2015-Q3
Short sleeve,Shirt Waist,Sydney,Australia,7/31/2015  12:00:00 AM,Ed Young,"4,200.00","15,590.00","7,162.00",584.64,0.83,24.00,Behaviour of personnel,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Melbourne,Australia,9/14/2015  12:00:00 AM,Ed Young,"1,600.00","7,745.00","3,381.00",242.05,0.87,21.00,Item defect / bad quality,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Sydney,Australia,8/31/2015  12:00:00 AM,Ed Young,"1,600.00","7,254.00","3,061.00",408.06,0.92,18.00,Item not as described,0.42,2015-Q3
Long sleeve,Shirt Waist,Melbourne,Australia,7/23/2015  12:00:00 AM,Ed Young,"6,150.00","19,853.00","7,772.00",744.48,0.82,17.00,Price too high / competition,0.39,2015-Q3
Long sleeve,Shirt Waist,Sydney,Australia,9/30/2015  12:00:00 AM,Ed Young,"3,750.00","12,273.00","4,734.00",767.10,0.84,24.00,Other / unknown,0.39,2015-Q3
Short sleeve,Shirt Waist,Melbourne,Australia,8/31/2015  12:00:00 AM,Ed Young,"7,600.00","22,854.00","8,730.00",714.20,0.85,16.00,Item not as described,0.38,2015-Q3
Short sleeve,Shirt Waist,Paris,France,7/23/2015  12:00:00 AM,Ellen Grey,"10,750.00","42,380.00","19,841.00","3,093.30",0.90,16.00,Behaviour of personnel,0.47,2015-Q3
2 Pocket shirts,Shirt Waist,Paris,France,9/1/2015  12:00:00 AM,Ellen Grey,"1,850.00","9,027.00","4,046.00",247.39,0.85,13.00,Other / unknown,0.45,2015-Q3
Short sleeve,Shirt Waist,Marseille,France,9/30/2015  12:00:00 AM,Ellen Grey,"2,400.00","8,646.00","3,833.00","1,287.99",0.87,14.00,Customer service,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Toulouse,France,8/23/2015  12:00:00 AM,Ellen Grey,"1,000.00","4,841.00","2,114.00",567.70,0.87,11.00,Behaviour of personnel,0.44,2015-Q3
Long sleeve,Shirt Waist,Paris,France,9/3/2015  12:00:00 AM,Ellen Grey,"12,050.00","40,946.00","16,663.00","1,483.00",0.90,16.00,Item not as described,0.41,2015-Q3
Long sleeve,Shirt Waist,Marseille,France,9/12/2015  12:00:00 AM,Ellen Grey,"2,600.00","9,022.00","3,558.00","1,769.56",0.95,19.00,Item defect / bad quality,0.39,2015-Q3
Long sleeve,Shirt Waist,Toulouse,France,7/7/2015  12:00:00 AM,Ellen Grey,"3,850.00","12,408.00","4,858.00","2,541.48",0.95,18.00,Item not as described,0.39,2015-Q3
Short sleeve,Shirt Waist,Toulouse,France,7/17/2015  12:00:00 AM,Ellen Grey,"4,750.00","14,284.00","5,456.00","3,644.64",0.88,21.00,Item defect / bad quality,0.38,2015-Q3
2 Pocket shirts,Shirt Waist,Marseille,France,8/14/2015  12:00:00 AM,Ellen Grey,600.00,"7,497.75","1,224.60",635.83,0.92,15.00,Price too high / competition,0.16,2015-Q3
Short sleeve,Shirt Waist,Alexandria,Egypt,7/5/2015  12:00:00 AM,Gabriel Walton,"5,550.00","21,921.00","10,263.00","2,922.80",0.89,16.00,Customer service,0.47,2015-Q3
2 Pocket shirts,Shirt Waist,Cairo,Egypt,9/22/2015  12:00:00 AM,Gabriel Walton,100.00,374.00,174.00,34.86,0.85,22.00,Item not as described,0.47,2015-Q3
Short sleeve,Shirt Waist,Cairo,Egypt,7/20/2015  12:00:00 AM,Gabriel Walton,"2,100.00","8,024.00","3,727.00",641.88,0.92,19.00,Item not as described,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Alexandria,Egypt,7/18/2015  12:00:00 AM,Gabriel Walton,950.00,"4,669.00","2,093.00",498.00,0.88,18.00,Price too high / competition,0.45,2015-Q3
Long sleeve,Shirt Waist,Alexandria,Egypt,7/4/2015  12:00:00 AM,Gabriel Walton,"6,250.00","21,179.00","8,619.00","2,541.51",0.86,18.00,Behaviour of personnel,0.41,2015-Q3
Long sleeve,Shirt Waist,Cairo,Egypt,8/12/2015  12:00:00 AM,Gabriel Walton,"1,550.00","4,920.00","1,976.00",459.13,0.89,19.00,Other / unknown,0.40,2015-Q3
Short sleeve,Shirt Waist,Sao Paulo,Brasil,9/11/2015  12:00:00 AM,Gary Dumin,"3,850.00","13,669.00","6,144.00",429.12,0.85,22.00,Item not as described,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Sao Paulo,Brasil,9/26/2015  12:00:00 AM,Gary Dumin,550.00,"2,690.00","1,195.00",47.28,0.82,19.00,Customer service,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Rio de Janeiro,Brasil,9/11/2015  12:00:00 AM,Gary Dumin,800.00,"3,873.00","1,691.00","1,127.80",0.83,18.00,Price too high / competition,0.44,2015-Q3
Long sleeve,Shirt Waist,Sao Paulo,Brasil,9/20/2015  12:00:00 AM,Gary Dumin,"4,000.00","12,713.00","5,015.00",185.45,0.92,16.00,Item not as described,0.39,2015-Q3
Long sleeve,Shirt Waist,Rio de Janeiro,Brasil,7/30/2015  12:00:00 AM,Gary Dumin,"3,100.00","9,927.00","3,886.00",126.90,0.83,17.00,Item not as described,0.39,2015-Q3
Short sleeve,Shirt Waist,Rio de Janeiro,Brasil,9/27/2015  12:00:00 AM,Gary Dumin,"3,800.00","11,427.00","4,365.00",115.15,0.92,23.00,Price too high / competition,0.38,2015-Q3
Short sleeve,Shirt Waist,Casablanca,Morocco,9/30/2015  12:00:00 AM,Gavin Boje,"4,800.00","17,086.00","7,680.00","2,278.10",0.92,12.00,Other / unknown,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Casablanca,Morocco,9/1/2015  12:00:00 AM,Gavin Boje,700.00,"3,362.00","1,494.00",313.74,0.86,12.00,Item defect / bad quality,0.44,2015-Q3
Long sleeve,Shirt Waist,Casablanca,Morocco,7/23/2015  12:00:00 AM,Gavin Boje,"5,000.00","15,891.00","6,268.00","1,695.04",0.90,24.00,Item not as described,0.39,2015-Q3
2 Pocket shirts,Shirt Waist,Miami,USA,8/31/2015  12:00:00 AM,James Frank,300.00,208.50,108.42,328.68,0.93,25.00,Item defect / bad quality,0.52,2015-Q3
2 Pocket shirts,Shirt Waist,Austin,USA,8/29/2015  12:00:00 AM,James Frank,100.00,498.00,431.04,99.60,0.81,14.00,Item defect / bad quality,0.87,2015-Q3
Short sleeve,Shirt Waist,Miami,USA,8/31/2015  12:00:00 AM,James Frank,"1,850.00","6,813.00","3,212.00","1,226.34",0.87,19.00,Other / unknown,0.47,2015-Q3
Short sleeve,Shirt Waist,Houston,USA,9/22/2015  12:00:00 AM,James Frank,"7,400.00","29,228.00","13,684.00","4,676.48",0.84,13.00,Price too high / competition,0.47,2015-Q3
Short sleeve,Shirt Waist,Austin,USA,8/18/2015  12:00:00 AM,James Frank,"2,750.00","10,698.00","4,970.00","1,925.64",0.83,13.00,Item defect / bad quality,0.46,2015-Q3
Short sleeve,Shirt Waist,Dallas,USA,8/13/2015  12:00:00 AM,James Frank,"3,500.00","12,991.00","5,969.00","2,987.93",0.82,19.00,Item defect / bad quality,0.46,2015-Q3
Long sleeve,Shirt Waist,Houston,USA,7/31/2015  12:00:00 AM,James Frank,"8,300.00","28,239.00","11,492.00","4,518.24",0.83,12.00,Item not as described,0.41,2015-Q3
Long sleeve,Shirt Waist,Austin,USA,9/23/2015  12:00:00 AM,James Frank,"2,050.00","6,559.00","2,635.00","1,180.62",0.89,14.00,Customer service,0.40,2015-Q3
Long sleeve,Shirt Waist,Miami,USA,9/9/2015  12:00:00 AM,James Frank,"1,400.00","4,943.00","1,959.00",790.88,0.92,14.00,Behaviour of personnel,0.40,2015-Q3
Long sleeve,Shirt Waist,Dallas,USA,7/16/2015  12:00:00 AM,James Frank,"3,100.00","10,227.00","3,945.00","2,045.40",0.95,21.00,Behaviour of personnel,0.39,2015-Q3
2 Pocket shirts,Shirt Waist,Houston,USA,7/27/2015  12:00:00 AM,James Frank,"1,250.00",456.75,162.00,"1,494.00",0.85,20.00,Other / unknown,0.35,2015-Q3
2 Pocket shirts,Shirt Waist,Dallas,USA,9/23/2015  12:00:00 AM,James Frank,"1,300.00",554.25,46.80,"1,329.90",0.92,24.00,Behaviour of personnel,0.08,2015-Q3
Short sleeve,Shirt Waist,Moscow,Russia,7/9/2015  12:00:00 AM,Janet Bury,"2,700.00","9,879.00","4,658.00","3,849.84",0.94,18.00,Item not as described,0.47,2015-Q3
2 Pocket shirts,Shirt Waist,Moscow,Russia,7/14/2015  12:00:00 AM,Janet Bury,450.00,"2,167.00",939.00,107.58,0.92,25.00,Item defect / bad quality,0.43,2015-Q3
Long sleeve,Shirt Waist,Moscow,Russia,7/14/2015  12:00:00 AM,Janet Bury,"2,050.00","7,168.00","2,840.00","2,806.56",0.87,18.00,Behaviour of personnel,0.40,2015-Q3
Short sleeve,Shirt Waist,"Bogota, D.C.",Colombia,8/15/2015  12:00:00 AM,Jay Jones,"3,000.00","11,605.00","5,584.00",122.22,0.94,20.00,Behaviour of personnel,0.48,2015-Q3
2 Pocket shirts,Shirt Waist,"Bogota, D.C.",Colombia,7/15/2015  12:00:00 AM,Jay Jones,600.00,"2,935.00","1,270.00",587.88,0.88,20.00,Behaviour of personnel,0.43,2015-Q3
Long sleeve,Shirt Waist,"Bogota, D.C.",Colombia,7/31/2015  12:00:00 AM,Jay Jones,"2,500.00","8,167.00","3,266.00",239.89,0.83,18.00,Behaviour of personnel,0.40,2015-Q3
Short sleeve,Shirt Waist,Liverpool,United Kingdom,7/31/2015  12:00:00 AM,John Minker,"8,300.00","31,625.00","14,638.00","1,383.62",0.84,13.00,Behaviour of personnel,0.46,2015-Q3
Short sleeve,Shirt Waist,London,United Kingdom,7/10/2015  12:00:00 AM,John Minker,"15,850.00","58,608.00","26,593.00","2,070.00",0.91,18.00,Customer service,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Liverpool,United Kingdom,9/28/2015  12:00:00 AM,John Minker,850.00,"4,076.00","1,770.00",178.36,0.85,14.00,Customer service,0.43,2015-Q3
2 Pocket shirts,Shirt Waist,London,United Kingdom,8/20/2015  12:00:00 AM,John Minker,"2,400.00","11,655.00","4,963.00",964.60,0.91,16.00,Price too high / competition,0.43,2015-Q3
Long sleeve,Shirt Waist,London,United Kingdom,8/4/2015  12:00:00 AM,John Minker,"10,100.00","31,711.00","12,493.00",679.05,0.94,17.00,Item not as described,0.39,2015-Q3
Long sleeve,Shirt Waist,Liverpool,United Kingdom,8/15/2015  12:00:00 AM,John Minker,"6,400.00","20,361.00","8,019.00",636.30,0.85,19.00,Item not as described,0.39,2015-Q3
Short sleeve,Shirt Waist,Lisbon,Portugal,9/24/2015  12:00:00 AM,Julie Jones,"5,100.00","18,837.00","8,654.00","2,083.92",0.92,14.00,Price too high / competition,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Lisbon,Portugal,8/17/2015  12:00:00 AM,Julie Jones,"1,900.00","8,765.00","3,698.00",725.40,0.95,12.00,Behaviour of personnel,0.42,2015-Q3
Long sleeve,Shirt Waist,Lisbon,Portugal,8/1/2015  12:00:00 AM,Julie Jones,"4,500.00","14,830.00","5,720.00","1,841.56",0.82,17.00,Behaviour of personnel,0.39,2015-Q3
Short sleeve,Shirt Waist,Delhi,India,9/5/2015  12:00:00 AM,Kiran Raj,"8,900.00","35,073.00","16,421.00","1,534.47",0.88,12.00,Other / unknown,0.47,2015-Q3
Short sleeve,Shirt Waist,Mumbai,India,8/18/2015  12:00:00 AM,Kiran Raj,"13,100.00","48,503.00","22,008.00","2,122.05",0.90,19.00,Item defect / bad quality,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Delhi,India,7/18/2015  12:00:00 AM,Kiran Raj,"1,500.00","7,470.00","3,348.00",326.83,0.83,12.00,Customer service,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Mumbai,India,9/16/2015  12:00:00 AM,Kiran Raj,"2,000.00","9,646.00","4,107.00",422.03,0.84,16.00,Other / unknown,0.43,2015-Q3
Long sleeve,Shirt Waist,Delhi,India,7/16/2015  12:00:00 AM,Kiran Raj,"10,000.00","33,887.00","13,791.00","1,694.32",0.91,24.00,Customer service,0.41,2015-Q3
Long sleeve,Shirt Waist,Mumbai,India,8/29/2015  12:00:00 AM,Kiran Raj,"8,350.00","26,244.00","10,339.00",820.10,0.90,19.00,Customer service,0.39,2015-Q3
Short sleeve,Shirt Waist,Lima,Peru,9/6/2015  12:00:00 AM,Larry Hill,"4,150.00","15,813.00","7,319.00",194.32,0.91,13.00,Customer service,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Lima,Peru,8/14/2015  12:00:00 AM,Larry Hill,450.00,"2,038.00",885.00,"2,353.80",0.84,14.00,Item defect / bad quality,0.43,2015-Q3
Long sleeve,Shirt Waist,Lima,Peru,9/17/2015  12:00:00 AM,Larry Hill,"3,200.00","10,181.00","4,010.00",268.47,0.89,11.00,Item defect / bad quality,0.39,2015-Q3
2 Pocket shirts,Shirt Waist,San Francisco,USA,8/29/2015  12:00:00 AM,Lia Armand,900.00,789.00,702.21,986.04,0.89,17.00,Behaviour of personnel,0.89,2015-Q3
2 Pocket shirts,Shirt Waist,New York,USA,9/20/2015  12:00:00 AM,Lia Armand,"1,650.00","1,323.00","1,124.55","1,446.84",0.84,13.00,Price too high / competition,0.85,2015-Q3
2 Pocket shirts,Shirt Waist,Washington,USA,9/28/2015  12:00:00 AM,Lia Armand,700.00,778.50,474.17,577.49,0.83,23.00,Other / unknown,0.61,2015-Q3
Short sleeve,Shirt Waist,Chicago,USA,8/18/2015  12:00:00 AM,Lia Armand,"4,950.00","19,341.00","9,307.00","4,255.02",0.92,23.00,Item not as described,0.48,2015-Q3
Short sleeve,Shirt Waist,Washington,USA,9/16/2015  12:00:00 AM,Lia Armand,"6,900.00","26,354.00","12,198.00","5,797.88",0.83,22.00,,0.46,2015-Q3
Short sleeve,Shirt Waist,New York,USA,7/5/2015  12:00:00 AM,Lia Armand,"10,900.00","40,419.00","18,340.00","6,467.04",0.85,14.00,Item not as described,0.45,2015-Q3
Short sleeve,Shirt Waist,San Francisco,USA,7/3/2015  12:00:00 AM,Lia Armand,"6,350.00","22,781.00","10,240.00","3,644.96",0.84,18.00,Customer service,0.45,2015-Q3
Long sleeve,Shirt Waist,Chicago,USA,8/28/2015  12:00:00 AM,Lia Armand,"4,100.00","13,612.00","5,443.00","2,994.64",0.95,25.00,Item not as described,0.40,2015-Q3
Long sleeve,Shirt Waist,San Francisco,USA,7/24/2015  12:00:00 AM,Lia Armand,"6,650.00","21,188.00","8,357.00","5,297.00",0.83,18.00,Item defect / bad quality,0.39,2015-Q3
Long sleeve,Shirt Waist,New York,USA,7/5/2015  12:00:00 AM,Lia Armand,"6,950.00","21,870.00","8,616.00","3,717.90",0.95,11.00,Item not as described,0.39,2015-Q3
Long sleeve,Shirt Waist,Washington,USA,8/31/2015  12:00:00 AM,Lia Armand,"5,300.00","16,967.00","6,683.00","2,545.05",0.90,16.00,Behaviour of personnel,0.39,2015-Q3
2 Pocket shirts,Shirt Waist,Los Angeles,USA,8/2/2015  12:00:00 AM,Lia Armand,"1,300.00",383.25,150.60,"1,548.96",0.88,16.00,Item not as described,0.39,2015-Q3
Long sleeve,Shirt Waist,Los Angeles,USA,8/20/2015  12:00:00 AM,Lia Armand,"5,100.00","16,544.00","6,477.00","2,812.48",0.88,13.00,Item defect / bad quality,0.39,2015-Q3
Short sleeve,Shirt Waist,Los Angeles,USA,9/10/2015  12:00:00 AM,Lia Armand,"6,300.00","19,045.00","7,275.00","3,618.55",0.88,19.00,Behaviour of personnel,0.38,2015-Q3
2 Pocket shirts,Shirt Waist,Chicago,USA,7/25/2015  12:00:00 AM,Lia Armand,"1,000.00","2,241.00",256.20,978.20,0.92,13.00,Customer service,0.11,2015-Q3
2 Pocket shirts,Shirt Waist,Brussels,Belgium,9/24/2015  12:00:00 AM,Lois Wood,400.00,"1,793.00",797.00,6.90,0.88,24.00,Item not as described,0.44,2015-Q3
Short sleeve,Shirt Waist,Brussels,Belgium,9/19/2015  12:00:00 AM,Lois Wood,"1,450.00","5,188.00","2,300.00",211.50,0.94,13.00,Other / unknown,0.44,2015-Q3
Long sleeve,Shirt Waist,Brussels,Belgium,7/3/2015  12:00:00 AM,Lois Wood,"1,600.00","5,413.00","2,135.00",190.54,0.91,22.00,Item not as described,0.39,2015-Q3
Short sleeve,Shirt Waist,Zurich,Switzerland,8/27/2015  12:00:00 AM,Maria Price,"2,100.00","7,795.00","3,581.00",808.47,0.84,22.00,Customer service,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Zurich,Switzerland,9/29/2015  12:00:00 AM,Maria Price,800.00,"3,627.00","1,531.00",16.92,0.94,22.00,Customer service,0.42,2015-Q3
Long sleeve,Shirt Waist,Zurich,Switzerland,9/4/2015  12:00:00 AM,Maria Price,"1,900.00","6,137.00","2,367.00",344.20,0.90,13.00,Item defect / bad quality,0.39,2015-Q3
Short sleeve,Shirt Waist,Seoul,South Korea,7/18/2015  12:00:00 AM,Marie Mann,"3,300.00","12,838.00","5,964.00",641.92,0.92,12.00,Behaviour of personnel,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Seoul,South Korea,8/2/2015  12:00:00 AM,Marie Mann,150.00,598.00,277.00,22.44,0.95,14.00,Behaviour of personnel,0.46,2015-Q3
Long sleeve,Shirt Waist,Seoul,South Korea,7/6/2015  12:00:00 AM,Marie Mann,"2,500.00","7,871.00","3,162.00",246.00,0.90,22.00,Item defect / bad quality,0.40,2015-Q3
Short sleeve,Shirt Waist,Tunis,Tunisia,7/14/2015  12:00:00 AM,Marry Williams,"2,650.00","9,744.00","4,477.00","1,169.19",0.94,17.00,Item not as described,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Dakar,Senegal,8/4/2015  12:00:00 AM,Marry Williams,450.00,"2,241.00",997.00,149.40,0.95,14.00,Customer service,0.44,2015-Q3
Short sleeve,Shirt Waist,Dakar,Senegal,8/5/2015  12:00:00 AM,Marry Williams,"1,800.00","6,485.00","2,875.00",432.30,0.85,20.00,Other / unknown,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Tunis,Tunisia,7/11/2015  12:00:00 AM,Marry Williams,"1,000.00","4,534.00","1,913.00",544.05,0.82,13.00,Item defect / bad quality,0.42,2015-Q3
Long sleeve,Shirt Waist,Dakar,Senegal,7/8/2015  12:00:00 AM,Marry Williams,"1,950.00","6,767.00","2,669.00",451.10,0.90,13.00,Item not as described,0.39,2015-Q3
Long sleeve,Shirt Waist,Tunis,Tunisia,8/13/2015  12:00:00 AM,Marry Williams,"2,350.00","7,671.00","2,959.00",613.62,0.90,15.00,Item defect / bad quality,0.39,2015-Q3
Short sleeve,Shirt Waist,Berlin,Germany,7/13/2015  12:00:00 AM,Mary Smith,"10,050.00","38,214.00","17,687.00",418.10,0.82,23.00,Price too high / competition,0.46,2015-Q3
2 Pocket shirts,Shirt Waist,Berlin,Germany,7/17/2015  12:00:00 AM,Mary Smith,"1,050.00","4,925.00","2,139.00",326.08,0.85,15.00,Other / unknown,0.43,2015-Q3
Long sleeve,Shirt Waist,Berlin,Germany,8/31/2015  12:00:00 AM,Mary Smith,"7,700.00","24,603.00","9,690.00",235.10,0.81,22.00,Behaviour of personnel,0.39,2015-Q3
Short sleeve,Shirt Waist,Osaka,Japan,8/2/2015  12:00:00 AM,Mayumi Mai,"5,950.00","23,210.00","11,168.00",870.36,0.82,19.00,Item defect / bad quality,0.48,2015-Q3
Short sleeve,Shirt Waist,Tokyo,Japan,8/4/2015  12:00:00 AM,Mayumi Mai,"7,650.00","27,338.00","12,288.00","1,537.74",0.93,14.00,Price too high / competition,0.45,2015-Q3
2 Pocket shirts,Shirt Waist,Tokyo,Japan,7/14/2015  12:00:00 AM,Mayumi Mai,"1,100.00","5,379.00","2,390.00",268.96,0.89,20.00,Item not as described,0.44,2015-Q3
2 Pocket shirts,Shirt Waist,Osaka,Japan,8/3/2015  12:00:00 AM,Mayumi Mai,"1,200.00","5,869.00","2,540.00",256.76,0.83,12.00,Price too high / competition,0.43,2015-Q3
Long sleeve,Shirt Waist,Osaka,Japan,8/7/2015  12:00:00 AM,Mayumi Mai,"4,950.00","16,334.00","6,531.00",816.72,0.83,15.00,Customer service,0.40,2015-Q3
Long sleeve,Shirt Waist,Tokyo,Japan,8/9/2015  12:00:00 AM,Mayumi Mai,"8,000.00","25,426.00","10,029.00","1,112.37",0.90,15.00,Price too high / competition,0.39,2015-Q3
Short sleeve,Shirt Waist,Barcelona,Spain,8/4/2015  12:00:00 AM,Nancy Miller,"7,200.00","28,045.00","13,495.00",672.90,0.83,22.00,Customer service,0.48,2015-Q3
